author,display,text,timestamp,likes,reposts,replies,mentions,is_reply,query,election,candidate,date
menestune.bsky.social,Menestune,"Gorgeous bobcat caught on our trailcam near #Seattle - the epitome of fierce. 🦊

#animals #wildlife #nature #cats #goodevening
#VoteHarris #VoteBlue #mammals #beautiful",2024-11-03T23:17:01.233Z,66,10,1,[],False,#VoteHarris,US_2024,CandidateB,2024-11-03
silentinflames.bsky.social,Silent in Flames,"#JoseliBarnica, was murdered by doctors delaying lifesaving basic medical care after she miscarried. Killing women by denying medical care is becoming the norm in the US under fundamentalist christian rule. #VoteBlue #VoteHarris Stop this madness! Men who care for their women cannot vote for #Trump.",2024-11-03T19:43:31.652Z,6,1,0,[],False,#VoteHarris,US_2024,Neutral,2024-11-03
iskios.bsky.social,The Old Nerdling,"A vote for Kamala Harris is a vote for the American people. 

Unlike her opponent she will not send the military to shoot protesters. She will not use the DOJ to imprison you for disagreeing with her. She will not allow Melania to decorate the White House again. 

#voteBlue #voteHarris",2024-11-03T19:04:13.649Z,0,0,0,[],False,#VoteHarris,US_2024,CandidateB,2024-11-03
kenserlore96.bsky.social,Cosmological,I was gone soon after this fucker arrived and all the thousands of followers I had 😁 now followers don't matter cos this seems a cool place #VoteHarris,2024-11-03T18:40:39.155Z,0,0,0,[],True,#VoteHarris,US_2024,CandidateB,2024-11-03
fsairuv.bsky.social,,"#VoteBlue2024 because the #lives #health #safety and #rights of #unnumbered people around the #world #depend on it. #Vote #VoteBlue #VoteHarris #VoteKamala
www.care.org/news-and-sto...",2024-11-03T17:36:30.289Z,0,0,0,[],False,#VoteHarris,US_2024,CandidateB,2024-11-03
messmonstergigi.bsky.social,Gerri McGerriface,"People like Trump love to trash immigrants and other countries, until it comes to paying for labour, then they love them. Such hypocrisy. #VoteHarris",2024-11-03T17:29:36.782Z,2,0,0,[],False,#VoteHarris,US_2024,Neutral,2024-11-03
marverde.bsky.social,Marverde🌴,"Vote, #American #women, #voteHarris. 
If you want to keep your rights.",2024-11-03T17:03:15.644Z,0,0,0,[],False,#VoteHarris,US_2024,CandidateB,2024-11-03
popcornreel.bsky.social,Omar Moore,"The way a presidential candidate runs their campaign and conducts themselves during the course of their campaign can offer insight into how they will govern once they are elected to office.

Keep that in mind.

#Vote #VoteHarris #HarrisWalz2024",2024-11-03T16:34:30.211Z,0,0,0,[],False,#VoteHarris,US_2024,CandidateB,2024-11-03
bwellsmc.bsky.social,Victorious Bleue,"Harris SNL cold open 

#VoteHarris 
#Vote 
#VoteHarrisWalz 
#VoteBlue 
#VoteBleue

www.youtube.com/watch?v=e6Fu...",2024-11-03T13:43:34.860Z,1,0,0,[],False,#VoteHarris,US_2024,CandidateB,2024-11-03
silentinflames.bsky.social,Silent in Flames,Have you also heard that there are more women in the US than men and that more women actually do vote than men and that Harris is more successful in winning women voters than Trump is in winning men voters? 🌊 #BlueWave #VoteHarris #GoVote #VoteBlue #LockHimUp,2024-11-03T10:39:25.284Z,2,0,0,[],False,#VoteHarris,US_2024,Neutral,2024-11-03
handle.invalid,🔹🐌 DeeLynn 🐌🔹,#VoteHarris women are going to reject the Republican party whether the Republican party wants to be rejected or not!,2024-11-03T08:07:36.690Z,9,1,0,[],False,#VoteHarris,US_2024,Neutral,2024-11-03
jencross.bsky.social,Jen Cross,"Ladies, we can crush Trump in this election. Run through the tape. Keep voting! #Vote #VoteHarris #LetsGo",2024-11-03T01:35:00.178Z,94,18,1,[],False,#VoteHarris,US_2024,Neutral,2024-11-03
mariowettlaufer.bsky.social,Mario Wettlaufer 💚,"„Sie glauben an die Rechtsstaatlichkeit. Sie glauben an die Wissenschaft. Sie glauben, dass man, wenn man regiert, dies für alle Amerikaner tut, und sie glauben, dass wir gemeinsam in dieser Sache stecken. Das sind Ideen, an die ich glaube. Das sind Menschen, die ich unterstützen kann.“

#VoteHarris",2024-11-02T23:14:58.034Z,75,26,1,[],False,#VoteHarris,US_2024,CandidateB,2024-11-02
paulguinnessy.bsky.social,Paul Guinnessy,"This is why we need to win, to continue to inspire kids & see you can make a difference #VoteBlue #VoteHarris",2024-11-02T18:08:31.072Z,3,0,0,[],False,#VoteHarris,US_2024,CandidateB,2024-11-02
crosis101.bsky.social,Voder of BORG,"If you care about national security, you CANNOT vote for DJT. He said he wants to pull the US out of NATO.
If the US pulls out of NATO, Russia is gonna use Nukes in Ukraine and try to roll Poland.

That’s gonna be a really bad day.

Vote for international security. #VoteHarris",2024-11-02T16:52:52.614Z,5,3,0,[],False,#VoteHarris,US_2024,CandidateB,2024-11-02
popcornreel.bsky.social,Omar Moore,"THREE DAYS TO VICTORY.

THIS IS THE WEEKEND TO:

1) VOTE (if you haven’t already)
iwillvote.com

2) MAKE PHONE CALLS FOR VPH
go.kamalaharris.com

3) CANVASS FOR VP @KamalaHarris 

4) TELL YOUR FAMILY AND FRIENDS TO VOTE — HAVE A PLAN TO VOTE

#VoteHarris #HarrisWalz2024",2024-11-02T14:56:52.961Z,1,0,0,['KamalaHarris'],False,#VoteHarris,US_2024,CandidateB,2024-11-02
profharleyquinn.bsky.social,Prof. Harley Earthling Quinn,"Falls es hier jemanden interessiert.

Ich denke dass #KamalaHarris diesen widerlichen, stets auf Fäkalniveau kommentierenden, verurteilten Kriminellen locker abhängt.
#VoteHarris #VoteDemocatie",2024-11-02T12:03:22.443Z,46,10,7,[],False,#VoteHarris,US_2024,CandidateB,2024-11-02
kenserlore96.bsky.social,Cosmological,"Green Party among signatories calling on Green candidate Jill Stein to step aside in US election jrnl.ie/6530254Green Party among signatories calling on Green candidate Jill Stein to step aside in US election jrnl.ie/6530254
A wasted vote, don't do it #VoteHarris",2024-11-02T05:32:48.620Z,0,0,0,[],False,#VoteHarris,US_2024,CandidateB,2024-11-02
darthwingnut.bsky.social,Darth Wingnut,"When people complain that Kamala Harris has no genetic children, it reminds me of another person who once held the highest power in the land with only his step children but no genetic children to himself... George Washington. #hypocrites #vote2024 #VoteHarris #VoteLikeYourLifeDependsOnIt",2024-11-02T00:29:39.241Z,2,0,0,[],False,#VoteHarris,US_2024,CandidateB,2024-11-02
irongirly.bsky.social,Janet,"No joke, the stress is real. As a woman, mom of a daughter, new Noona in Jan 2025 to grand baby girl. Auntie to niece, their daughters. 
#VoteHarris #LetsGo 💜",2024-11-01T23:37:26.725Z,1,0,0,[],True,#VoteHarris,US_2024,CandidateB,2024-11-01
jencross.bsky.social,Jen Cross,"Mood while waiting for the US election. 
#VoteHarris #LetsGo #JustSayNoToFascists

(Phidippus sp.?) Pennsylvania",2024-11-01T22:25:18.018Z,125,8,8,[],False,#VoteHarris,US_2024,CandidateB,2024-11-01
twenty20sight.com,twenty - she/her,"Voting in progress. Don't worry, the drop box is a 5-minute drive. 😉

#vote #voting #ivote #ivoted #voteharris #votefordemocracy",2024-11-01T21:34:16.729Z,8,0,0,[],False,#VoteHarris,US_2024,CandidateB,2024-11-01
ynb.bsky.social,Yvette Nicole Brown,"So happy to lend my voice to THIS bit of lovely. 

Let's build a future where all Americans can succeed.

Make a plan to #VoteHarris by November 5th and please vote early if you can! 

Go to IWillVote.com to check your registration & find your closest polling location.

@kamalahqrepeater.bsky.social",2024-11-01T20:49:49.488Z,129,3,2,['kamalahqrepeater.bsky.social'],False,#VoteHarris,US_2024,CandidateB,2024-11-01
nat.tamez.dev,Nat,"To any fellow Americans who have yet to vote, please pick patriotism over (white) nationalism. 

#voteHarris",2024-11-01T20:08:26.640Z,0,0,0,[],False,#VoteHarris,US_2024,CandidateB,2024-11-01
kenserlore96.bsky.social,Cosmological,This is the nightmare scenario and not a surprise #VoteHarris,2024-11-01T19:56:00.995Z,0,0,0,[],False,#VoteHarris,US_2024,CandidateB,2024-11-01
janewantstorejoin.bsky.social,JR,"Just spent the afternoon at Malta's very impressive Malta at War museum. 
Its message: no country, no government, no leader is immune to the rise of fascism. 
America, you h.ave a clear chance to rise against fascism in your own country. There is only one way to vote #VoteHarris",2024-11-01T15:56:36.297Z,7,1,0,[],False,#VoteHarris,US_2024,CandidateB,2024-11-01
kenserlore96.bsky.social,Cosmological,Who has the stupidest grin you've ever encountered (it's a toss up)  #VoteHarris,2024-11-01T09:53:38.556Z,0,0,0,[],False,#VoteHarris,US_2024,CandidateB,2024-11-01
jome20.bsky.social,Jeff,"If you prioritize the economy, Trump is the WRONG choice for President. His policies will hurt middle America. Elon Musk was even caught saying so. Donald Trump in the past has stated the economy works better under Democrats. #VoteHarris #VoteBlue #Vote www.washingtonpost.com/opinions/202...",2024-11-01T07:35:49.698Z,1,0,0,[],False,#VoteHarris,US_2024,Neutral,2024-11-01
potuama.bsky.social,Proinsias Ó Tuama,Just see that @Primetime on RTÉ reporting that US presidential election a toss of the coin. Not the way the bookies have it. Hoping that the bookies are wrong. #DontVoteTrump. #VoteHarris,2024-10-31T21:56:22.623Z,0,0,0,['Primetime'],False,#VoteHarris,US_2024,Neutral,2024-10-31
kenserlore96.bsky.social,Cosmological,"Loathe, hate, despise this charlatan #VoteHarris",2024-10-31T18:37:34.998Z,0,0,0,[],False,#VoteHarris,US_2024,CandidateB,2024-10-31
roelgrif.mstdn.social.ap.brid.gy,Roel Griffioen - #antifa,"Great advice from Bernie Sanders.
#VoteHarris https://www.youtube.com/watch?v=Vf5MThSniiY",2024-10-30T19:53:05.000Z,0,2,0,[],False,#VoteHarris,US_2024,CandidateB,2024-10-30
talesfrompurgatory.bsky.social,"Liz Roderick, prokleto crnogorsko prezime","I wrote another blog post…this one about why being an anarchist and living in post-revolutionary Nicaragua, along with surviving abuse, addiction, incarceration etc., made me practical about this election, damage control, and incremental change #voteharris 
www.talesfrompurgatory.com/blog/blog-po...",2024-10-30T15:51:24.845Z,7,3,2,[],False,#VoteHarris,US_2024,CandidateB,2024-10-30
patricialupien.bsky.social,Patricia Lupien,"If my aunt keeps posting shit in her FB about Harris being the “Whore of Babylon” from Revelations, one of two things are going to happen. Either my mom is going to beat the shit out of her, or me and my siblings will. #fucktrump #voteharris",2024-10-30T14:38:24.013Z,0,0,0,[],False,#VoteHarris,US_2024,Neutral,2024-10-30
mrrobertbob.bsky.social,Mr RobertBob,"Trump says he has ""concepts"" of a health care plan (CBS News)
Roughly translated as ‘I haven’t got a fracking clue’. 
#VoteHarris",2024-10-30T12:12:46.396Z,1,1,0,[],False,#VoteHarris,US_2024,Neutral,2024-10-30
roelgrif.mstdn.social.ap.brid.gy,Roel Griffioen - #antifa,"I can think of more than 1000 reasons, but OK, here are 100 of them.
#VoteHarris
https://threadreaderapp.com/thread/1851361434967662863.html",2024-10-30T08:51:50.000Z,1,1,0,[],False,#VoteHarris,US_2024,CandidateB,2024-10-30
biblioraptorphd.bsky.social,"Biblioraptor, PhD",Aubrey Plaza and Amy Poehler posted a reel on IG with #VoteHarris and like a thousand comments are pro-Trump and either these are bots or followers who somehow JUST NOW figured out Aubrey Plaza’s politics?!,2024-10-30T02:55:01.255Z,4,0,1,[],False,#VoteHarris,US_2024,Neutral,2024-10-30
peopledied2vote.bsky.social, 🧠 PeopleDied2Vote,"2500 miles away, but WE'RE PUMPED!
#VoteHarris #DumpTrump #WomenWillVote
I hope this makes Donald lose sleep.",2024-10-29T22:50:14.823Z,16,5,0,[],False,#VoteHarris,US_2024,CandidateA,2024-10-29
menestune.bsky.social,Menestune,"Hyper-symbolic and foretelling Blue Wave on the #Oregon Coast at Seaside.

#VoteKamala
#VoteHarris
#HarrisWalz2024
#VoteBlue
#ocean #photography
#GoodEvening #art
#nature #beauty #PNW",2024-10-29T21:52:25.390Z,12,1,0,[],False,#VoteHarris,US_2024,CandidateB,2024-10-29
roelgrif.mstdn.social.ap.brid.gy,Roel Griffioen - #antifa,"First second of the song is missing, but who cares? this is a brilliant ""Bohemian Trumpsody"".
#VoteHarris",2024-10-29T14:13:00.000Z,0,2,0,[],False,#VoteHarris,US_2024,Neutral,2024-10-29
menestune.bsky.social,Menestune,"Morning Photo/Haiku:
(From a Maui tidepool)🌿

Octopus beauty
Awash in cloaked mystery
Undersea magic

#MarineLife #photography
#VoteHarris #aloha
#VoteBlue #GoodMorning
#nature #snorkeling",2024-10-29T13:36:10.025Z,18,4,0,[],False,#VoteHarris,US_2024,CandidateB,2024-10-29
kenserlore96.bsky.social,Cosmological,"@potatoe.bsky.social 
@noahsarkofatheism.bsky.social 
 If you want the christian right to take over the US (even if you're a believer) very hard times are on the way #VoteHarris",2024-10-29T12:53:20.164Z,1,1,0,"['potatoe.bsky.social', 'noahsarkofatheism.bsky.social']",False,#VoteHarris,US_2024,CandidateB,2024-10-29
thalain.eurosky.social,Thalain the Senior Honorary 🎢Cat,"Spread the word - or rather the song. Especially among undecideds or among those Dems who'd rather stay home than vote.

It could be your state.

It could be your vote.

#VoteHarris",2024-10-29T11:17:32.661Z,10,3,0,[],False,#VoteHarris,US_2024,CandidateB,2024-10-29
ladyandria.bsky.social,Andria,"Even if you really believe Trump isn't racist, the people who work for him are, and he can't or won't control them.  
That should be enough.

#voteharris #stopthehate",2024-10-28T21:07:50.462Z,0,0,0,[],False,#VoteHarris,US_2024,Neutral,2024-10-28
bitou.bsky.social,Su Bit,"It's annoying when calculated provocation works and everyone only talks about the provocateur
#VoteBlue #VoteHarris #VoteDemocracy #VoteHumanRights

www.cnn.com/2024/10/24/p...",2024-10-28T20:22:13.758Z,0,0,0,[],False,#VoteHarris,US_2024,CandidateB,2024-10-28
thalain.eurosky.social,Thalain the Senior Honorary 🎢Cat,"Can I get 538 by Nov 5? I'm kind of attached to that number.

No? Well, how about 500 by the end of Halloween?

ALSO NO? Okay, fine, you win. But at least #VoteHarris #HarrisWalz. We want to have a world to live in after 2025.",2024-10-28T18:32:43.890Z,6,1,0,[],False,#VoteHarris,US_2024,CandidateB,2024-10-28
hellofelicia.bsky.social,ANTIFA☆licia,"A woman has a bigger Crowd Size than Trump! 

#VoteBlue #VoteHarris

www.newsweek.com/donald-trump...",2024-10-28T16:50:59.229Z,1,0,0,[],False,#VoteHarris,US_2024,CandidateA,2024-10-28
kenserlore96.bsky.social,Cosmological,Just over a week to avert disaster  #VoteHarris,2024-10-28T13:48:15.524Z,1,0,0,[],False,#VoteHarris,US_2024,CandidateB,2024-10-28
thalain.eurosky.social,Thalain the Senior Honorary 🎢Cat,"Dear Americans: 

When a billionaire is afraid of what might happen to him under a Trump administration merely for voicing an opinion...

SO SHOULD YOU.

#VoteHarris #HarrisWalz",2024-10-28T12:10:05.076Z,12,3,0,[],False,#VoteHarris,US_2024,Neutral,2024-10-28
chrishelgerson.bsky.social,Chris Helgerson ,"I try not to be too political; if 100% agreement were a prerequisite for my respect, affection, & friendship I'd be a very lonely person. But unless the polls are way off, this election is going to come down to single digit margins. Please don't sit this one out. #VoteHarris",2024-10-28T04:11:59.135Z,3,0,1,[],False,#VoteHarris,US_2024,CandidateB,2024-10-28
kenserlore96.bsky.social,Cosmological,"youtube.com/watch?v=5mPw...
This woman is terrific #VoteHarris",2024-10-27T21:14:37.727Z,0,0,0,[],False,#VoteHarris,US_2024,CandidateB,2024-10-27
kenserlore96.bsky.social,Cosmological,I'm a Scot and it terrifies and dumbfounds me #VoteHarris,2024-10-27T18:53:20.298Z,1,0,0,[],True,#VoteHarris,US_2024,CandidateB,2024-10-27
marverde.bsky.social,Marverde🌴,"“If we don’t get this election right, your wife, your daughter, your mother, we as #women will become collateral damage to your rage.”
~ Michelle Obama

#voteKamala
#voteHarris
#voteDemocrat

www.theguardian.com/us-news/2024...",2024-10-27T08:32:31.781Z,36,22,0,[],False,#VoteHarris,US_2024,CandidateB,2024-10-27
popcornreel.bsky.social,Omar Moore,"Do you know anyone who would willingly turn their brain off and cede their lives and the lives of their children to a dictator, rapist, liar, racist and insurrectionist?

#VoteHarris #HarrisWalz2024",2024-10-27T01:43:28.109Z,0,0,0,[],False,#VoteHarris,US_2024,CandidateB,2024-10-27
hellofelicia.bsky.social,ANTIFA☆licia,"F.
A.
S.
C.
I.
S.
M.

👇🏿

(aka Bye Democracy)

#Voteblue #VoteHarris
#VoteforDemocracy",2024-10-26T23:15:29.991Z,1,1,0,[],False,#VoteHarris,US_2024,CandidateB,2024-10-26
scalesian.bsky.social,Larry Graykin,"Someone should tell Trump that public schools have been doing sex change operations since the 1960s. I lost track of how many times the school nurses “adjusted” me one way, then back. Hundreds, maybe thousands. They ultimately made me the man I am today. #TransRights #voteHarris",2024-10-26T23:05:26.685Z,0,0,0,[],False,#VoteHarris,US_2024,Neutral,2024-10-26
kenserlore96.bsky.social,Cosmological,"With apologies to US acquaintances but Bowie singing ""I'm afraid of America"" keeps going through my head"", surely it cannot happen #VoteHarris",2024-10-25T20:01:47.241Z,0,0,0,[],False,#VoteHarris,US_2024,CandidateB,2024-10-25
benedictscott.bsky.social,Benedict Scott,"Is this site all bots or stupidly angry people?  I've been here a day and all I get is being sworn at for saying I want Trump to lose while not being sucked into crazy town arguments that are only one small piece of the world's problems.

Stay focused.  #VoteHarris",2024-10-23T21:38:15.572Z,0,0,1,[],False,#VoteHarris,US_2024,Neutral,2024-10-23
silentinflames.bsky.social,Silent in Flames,"Why do women vote for #Trump? This is an extraordinary conversation with one who did. Extremely enlightening. 
#USElection #VoteHarris #HarrisTrump #Project2025 #Agenda47",2024-10-23T20:59:26.653Z,0,0,0,[],False,#VoteHarris,US_2024,Neutral,2024-10-23
izanamic.bsky.social,IzanamiC⛩️,"🔥This is
what
happens
if you
#vote
#tRump
🔥🇺🇸
#America #Americans
#VoteHarris #VoteBLUE #KamalaHarris
#GOP #republican #republicans
🇺🇸🔥
#TalkingFlower
#InterNationalSkyWatch
#UniversalBasicIncome 
#InternetRefugee😱 #InvisibleUniversityofBerkeley
#GlobalCitizen
#BlueSky
#IZAnamiCaesar⛩️
#IzA🦋
#IzanamiC🦋",2024-10-23T13:45:38.082Z,14,3,0,[],False,#VoteHarris,US_2024,Neutral,2024-10-23
haxclassic.bsky.social,Hax | VArtist,"a #trump administration would classify #vtubers, #vtuber #art, #artist, #asmr, #asmrtist as pornographic. #project2025 plans to outlaw pornography. #twitch #youtube have been making preparations to comply.

support your oshi. #vote. #voteharris",2024-10-23T08:49:50.439Z,0,0,0,[],False,#VoteHarris,US_2024,Neutral,2024-10-23
deespicable.bsky.social,Deespicable,"To the thousands of former Tesla and SpaceX employees:

Musk laid you off, then created a PAC and contributed $75M to support Trump’s campaign, along with giving $1M checks to MAGA supporters.

Keep this in mind when you vote. #voteHarris",2024-10-22T20:53:50.324Z,8,3,0,[],True,#VoteHarris,US_2024,CandidateA,2024-10-22
silentinflames.bsky.social,Silent in Flames,"#Project2025, the roadmap to #US #fascism, explained. #share #share #share send it to everyone who is eligible to #vote in the #USGeneralElection #voteHarris #HarrisWalz #BlueWave",2024-10-22T08:57:45.362Z,5,4,1,[],False,#VoteHarris,US_2024,CandidateB,2024-10-22
closethatnow.bsky.social,,"#DonaldMcDonald #DonTheCon is a sociopath liar antidemocratic grifter

November 5th is right around the corner 

@cnn.com 
@msnbc.bsky.social 
@nytimes.com 

#VoteHarris
#Dem2024",2024-10-22T02:08:35.447Z,0,0,0,"['cnn.com', 'msnbc.bsky.social', 'nytimes.com']",False,#VoteHarris,US_2024,CandidateB,2024-10-22
teeoh.bsky.social,TeeOh Raccoon,AOC puts Trump & Musk in their place! 🗳🇺🇸 #Vote #VoteBlue #VoteHarris youtu.be/nn2X1O7Nj5A?...,2024-10-21T23:26:46.011Z,7,2,1,[],False,#VoteHarris,US_2024,Neutral,2024-10-21
handle.invalid,So Many Hills,I’m voting. Nothing like some partisan video recording all the cars and people in line. I took his picture. #vote #harris #voteharris,2024-10-21T19:58:46+00:00,0,0,0,[],False,#VoteHarris,US_2024,CandidateB,
kenserlore96.bsky.social,Cosmological,Look at what this scumbag's up to now #VoteHarris,2024-10-21T19:53:42.155Z,1,0,0,[],False,#VoteHarris,US_2024,CandidateB,2024-10-21
kenserlore96.bsky.social,Cosmological,"For all sceptical humanists, science and astronomy lovers I recommend a YouTube channel The Line, you'll love it #VoteHarris",2024-10-21T17:57:02.145Z,0,0,0,[],False,#VoteHarris,US_2024,CandidateB,2024-10-21
reenie.bsky.social,Reenie Lynn,"I’m trying to catch up on all the news I missed this weekend…
I see Trump has continued his descent into madness by discussing a golfers nether-regions and working at McDonald’s…

The fact people take this dude seriously is deeply concerning. 
#VoteHarris",2024-10-21T13:12:05.808Z,5,1,2,[],False,#VoteHarris,US_2024,CandidateA,2024-10-21
silentinflames.bsky.social,Silent in Flames,#KamalaHarris responding to a #Republican voter with grace. How is this even a race if you imagine for a second how #Trump exposes anyone who will not support him unconditionally to the rage of his crowds and announces to persecute them if elected. #VoteHarris #HarrisWalz #BlueWave,2024-10-21T11:13:40.284Z,3,0,0,[],False,#VoteHarris,US_2024,Neutral,2024-10-21
acnmtell.bsky.social,Vote Blue/Save Democracy🌶️👽,This is disgustingly. For no other reason- #VoteHarris to end this disgusting behavior.,2024-10-21T01:31:48.060Z,2,0,0,[],True,#VoteHarris,US_2024,CandidateB,2024-10-21
kenserlore96.bsky.social,Cosmological,"I'm increasingly terrified of a Trump victory and as a Scot you might say why should I care? This guy is the most vicious, cruel and moronic individual to ever gain power in the US and a win will have serious global repercussions #VoteHarris",2024-10-20T08:04:51.481Z,4,0,1,[],False,#VoteHarris,US_2024,Neutral,2024-10-20
exinkygal.bsky.social,Fighting the Felon,Trump is unhinged and unfit to be president. #voteHarris.,2024-10-20T05:35:36.209Z,1,0,0,[],False,#VoteHarris,US_2024,Neutral,2024-10-20
dsyzdek.bsky.social,David Syzdek,"Here is a long-nosed leopard lizard, obviously tired of this bullshit. 

#VoteHarris",2024-10-20T03:40:08.910Z,11,2,1,[],False,#VoteHarris,US_2024,CandidateB,2024-10-20
exinkygal.bsky.social,Fighting the Felon,#voteHarris #Michigan. She’ll hold Netanyahu accountable. Trump will wipe out Gaza. That’s untenable.,2024-10-20T03:10:26.417Z,0,0,0,[],False,#VoteHarris,US_2024,Neutral,2024-10-20
drchrisythomas.bsky.social,Dr. Chris,"Let’s hope they lose their money 

#KamalaHarris #KamalaHarris2024 #Harris2024 #VoteHarris #VoteHarris2024 #VoteBlue #VoteBlue2024 #VoteKamalaHarris2024 #Kamala4President2024 #FBPE #FBPEGlobal #FBR #Resist #Resister #Resisters #VoteBlue",2024-10-18T19:41:05.372Z,4,1,0,[],True,#VoteHarris,US_2024,CandidateB,2024-10-18
izanamic.bsky.social,IzanamiC⛩️,"meidasnews.com/news/neo-naz...

#NorthCarolinian --no surprise, #LaratRump & #ErictRump #NeoNazis in a #boating spectacle of white #republicans for donald #tRump in #NorthCarolina 
Yet another reason to #VoteKamala #VoteHarris #VOTE",2024-10-15T21:15:37.930Z,7,1,1,[],False,#VoteHarris,US_2024,CandidateA,2024-10-15
aliothfox.ursamajorartworks.com,Alioth Fox (next con: FWA),"The voter registration deadline is TODAY in:
- Kansas
- Louisiana
- Maine
- Maryland
- Minnesota
- New Jersey
- Oregon
- Virginia
- West Virginia
- Washington DC

Check and make sure you're registered to vote, even if you've already done so before now!

#HarrisWalz2024 #VoteHarris",2024-10-15T14:46:47.485Z,31,25,0,[],False,#VoteHarris,US_2024,CandidateB,2024-10-15
glennvotesblue.bsky.social,Glenn,youtu.be/FYEy_xOwG74?.... Since 2016 I’ve sadly come to the realization that many more people lack critical thinking skills than I had previously thought. I’ll never understand how anyone with common sense could ever support the new American MAGA party. Save Yourself and your nation and #VoteHarris,2024-10-15T13:59:44.632Z,23,10,6,[],False,#VoteHarris,US_2024,Neutral,2024-10-15
izanamic.bsky.social,IzanamiC⛩️,"So this is why tRump seems so lucky. There is no scar on his right ear. It's flawless. 
Why religion poisons Everything
•
#Bonhoeffer2.0 
•
#VoteBlue #Vote #VoteHarris #VoteKamala #TimWalz #Americans #maga #republicans #gop #America
#InternetRefugee 😱 
#BlueSky
#IZAnamiCaesar⛩️
#IzA🦋
#IzanamiC🦋",2024-10-11T11:31:44.316Z,6,2,2,[],False,#VoteHarris,US_2024,CandidateA,2024-10-11
drmelob.bsky.social,Prof Melanie O'Brien,How the Trump administration systematically undermined America’s #health infrastructure. #covid #USA #voteHarris www.nytimes.com/2024/10/10/o...,2024-10-11T05:48:23.971Z,1,0,0,[],False,#VoteHarris,US_2024,Neutral,2024-10-11
silentinflames.bsky.social,Silent in Flames,"#Republicans are not #prolife, they hate women, their policies have already killed many and they are ready to murder thousands more and their children just so they can further push their radical, insane christofascist agenda. #VoteHarris #DumpTrump #Project2025 #GOP #GeneralElection24 #HarrisWalz24",2024-10-10T16:55:33.964Z,3,0,1,[],False,#VoteHarris,US_2024,CandidateA,2024-10-10
mutanthumb.bsky.social,ummm digipres,"I saved this image in 2018, can we please add a wedge to this? #voteHarris #data",2024-10-10T16:35:46.697Z,0,0,0,[],False,#VoteHarris,US_2024,CandidateB,2024-10-10
silentinflames.bsky.social,Silent in Flames,"#Russia, the pest of this century. #FuckPutin #FuckTrump #VoteHarris #BlueWave #Harris/Walz",2024-10-10T11:01:54.040Z,0,0,0,[],False,#VoteHarris,US_2024,Neutral,2024-10-10
silentinflames.bsky.social,Silent in Flames,"Peak journalism fail. And I think they misspelled ""fascism"".
#voteHarris #TrumpIsAFascist #GOPFascism #BlueWave",2024-10-10T10:58:22.247Z,2,0,0,[],False,#VoteHarris,US_2024,Neutral,2024-10-10
silentinflames.bsky.social,Silent in Flames,#Project2025 aims to defund NOAA and make national weather forecast unavailable for those who cannot pay a fee. #voteHarris,2024-10-10T05:59:32.517Z,2,0,0,[],False,#VoteHarris,US_2024,CandidateB,2024-10-10
silentinflames.bsky.social,Silent in Flames,"Project 2025 would 'unequivocally' lead to more hurricane deaths, experts warn: Manifesto calls for drastic cuts to federal forecasting of severe storms and aid given to shattered towns and cities. #FEMA #Milton #Helene #stopProject2025 #stopGOP #stopTrump #voteHarris #Harris/Walz #BlueWave",2024-10-08T19:22:18.606Z,7,3,0,[],False,#VoteHarris,US_2024,Neutral,2024-10-08
silentinflames.bsky.social,Silent in Flames,"Always remember who wouldn't fund hurricane relief, because people dying and suffering is politically expedient if you are in an apocalyptic death cult and human lives mean nothing to you. #MikeJohnson #GOP #FuckTrump #VoteHarris #Harris/Walz #BlueWave #Milton #Helene",2024-10-08T18:54:23.344Z,9,1,0,[],False,#VoteHarris,US_2024,Neutral,2024-10-08
sofiaflorina.bsky.social,Sofia Florina,"All in for Kamala Harris for the 2024 US Presidential Election! Kamala Harris will win this election. 

Vote Kamala Harris! 💙💙💙

#kamalaharris #kamalaharris2024 #votekamalaharris #votekamalaharris2024 #votekamala #voteharris #votekamala2024 #voteharris2024 #kamala2024 #harris2024 #kamala #harris",2024-10-08T15:51:28.721Z,0,0,0,[],False,#VoteHarris,US_2024,CandidateB,2024-10-08
sofiaflorina.bsky.social,Sofia Florina,"I'm a proud Harris-Walz supporter! I've never been this optimistic in politics before.

Vote Kamala Harris and Tim Walz! 💙💙💙

#kamalaharris #kamalaharris2024 #votekamalaharris #votekamalaharris2024 #votekamala #voteharris #votekamala2024 #voteharris2024 #kamala2024 #harris2024 #kamala #harris",2024-10-08T15:50:43.768Z,0,0,0,[],False,#VoteHarris,US_2024,CandidateB,2024-10-08
silentinflames.bsky.social,Silent in Flames,"From here on out I will call Trump, his christofaschist posse and his supporters ""NS Americans"". Because that is what they are. #VoteHarris #Harris/Walz #LockHimUp",2024-10-08T11:20:11.490Z,0,0,0,[],False,#VoteHarris,US_2024,Neutral,2024-10-08
drmelob.bsky.social,Prof Melanie O'Brien,Meanwhile here in Oz as we await the #election we can't vote in but has such an impact on us... #Harris #VoteHarris #USPolitics #USElection,2024-10-08T05:23:27.959Z,1,0,0,[],True,#VoteHarris,US_2024,CandidateB,2024-10-08
