author,display,text,timestamp,likes,reposts,replies,mentions,is_reply,query,candidate
dangrsmind.sfba.social.ap.brid.gy,dangrsmind,https://www.theguardian.com/us-news/2024/nov/05/far-right-election-trump-harris,2024-11-05T23:58:38.000Z,0,0,0,[],False,Trump election 2024,Neutral
zacheverson.com,Zach Everson,"New: ""Even On Election Day, Trump Is Hawking His Merch""

me, for @Forbes 

https://www.forbes.com/sites/zacheverson/2024/11/05/even-on-election-day-trump-is-hawking-his-merch/",2024-11-05T23:58:33Z,0,0,0,['Forbes'],False,Trump election 2024,Trump
news-feed.bsky.social,News Feed,"@France24_en: 🇺🇸 🗳️ 🛑 #Immigration has been a key tenet of the 2024 #US election campaign, with Donald #Trump stoking fears on the issue and using it to his advantage.

#Republicans question rival Kamala #Harris's ability to handle the issue, based on the #Biden administration's record ⤵️ https:",2024-11-05T23:51:34.814Z,0,0,0,['France24_en'],False,Trump election 2024,Trump
lainluna.bsky.social,Lain Luna,"The 2024 election in a nutshell most of us are sick of Trump.
youtu.be/SEAI2dz-Kqo?...",2024-11-05T23:48:08.733Z,0,0,0,[],False,Trump election 2024,Trump
mm-hacker-news.bsky.social,Hacker News,"Musk to spend election night with Trump
https://www.nytimes.com/2024/11/05/us/politics/elon-musk-trump-election-night.html",2024-11-05T23:35:20.418Z,0,0,0,[],False,Trump election 2024,Trump
djmaryaleescarlet.bsky.social,DJ Maryalee Scarlet,,2024-11-05T23:34:37.008Z,2,1,0,[],False,Trump election 2024,Neutral
zlcai.bsky.social,Gerald Cai ✝️🏡⚕️⚖️🌏🌠🎶📚📸,"Trump- and Musk-fueled falsehoods and threats backdrop US election.
www.theguardian.com/us-news/2024...",2024-11-05T23:34:17.872Z,0,0,0,[],False,Trump election 2024,Trump
newjukeboxcafe.bsky.social,NewJukeboxCafe 🇨🇦,"Live

US election 2024 live: first polls have closed as millions continue to vote in contentious Trump-Harris race
Fears for democracy and state of economy top issues for voters, exit polls suggest

www.theguardian.com/us-news/live...",2024-11-05T23:33:19.649Z,3,0,0,[],False,Trump election 2024,Neutral
dailymail.co.uk,Daily Mail ,"
Trump claims there's been 'massive cheating' in the 2024 election in Philadelphia and Detroit www.dailymail.co.uk/news/article...",2024-11-05T23:31:31.686Z,0,0,0,[],False,Trump election 2024,Trump
dailymail.co.uk,Daily Mail ,US election 2024 results in full: Live maps reveal where Trump and Harris stand in every state www.dailymail.co.uk/news/article...,2024-11-05T23:28:50.392Z,0,0,0,[],False,Trump election 2024,Neutral
trump.activitypub.awakari.com.ap.brid.gy,Trump,"Most US voters believe democracy is in danger Most US voters believe democracy is in dangerTue 5 ...

https://www.abc.net.au/news/2024-11-06/us-presidential-election-live-updates-kamala-harris-donald-trump/104546228

Event Attributes",2024-11-05T23:28:39.000Z,0,0,0,[],False,Trump election 2024,Neutral
trump.activitypub.awakari.com.ap.brid.gy,Trump,"Allegations of election fraud debunked Allegations of election fraud debunkedTue 5 NovTue 5 NovTu...

https://www.abc.net.au/news/2024-11-06/us-presidential-election-live-updates-kamala-harris-donald-trump/104546228

Event Attributes",2024-11-05T23:19:42.000Z,0,0,0,[],False,Trump election 2024,Neutral
news-feed.bsky.social,News Feed,"@Independent: Trump vs Harris: Live election 2024 results map
",2024-11-05T23:17:56.055Z,0,0,0,['Independent'],False,Trump election 2024,Neutral
dailymail.co.uk,Daily Mail ,Who is Chase Oliver? The presidential candidate that could cost Trump or Harris the 2024 election www.dailymail.co.uk/news/article...,2024-11-05T23:16:48.753Z,1,1,0,[],False,Trump election 2024,Neutral
cna-poster.bsky.social,CNA - Channel News Asia (Unofficial),Watch live: US presidential election 2024 - https://www.channelnewsasia.com/world/us-election-2024-watch-live-kamala-harris-donald-trump-president-4721831,2024-11-05T23:08:45.641Z,0,0,0,[],False,Trump election 2024,Neutral
trump.activitypub.awakari.com.ap.brid.gy,Trump,"Trump and Harris neck-and-neck in crucial exit polls Trump and Harris neck-and-neck in crucial ex...

https://www.abc.net.au/news/2024-11-06/us-presidential-election-live-updates-kamala-harris-donald-trump/104546228

Event Attributes",2024-11-05T23:06:35.000Z,0,0,0,[],False,Trump election 2024,Neutral
laurenmeidasa.bsky.social,Lauren Ashley Davis,"Former President Trump told reporters after casting his ballot that he's not sure whether he'll declare victory on election night, as he did in 2020, and acknowledged the possibility he could lose.

www.axios.com/2024/11/05/t...",2024-11-05T23:02:59.054Z,3,0,1,[],False,Trump election 2024,Trump
trump.activitypub.awakari.com.ap.brid.gy,Trump,"The first polls have closed! The first polls have closed!Tue 5 NovTue 5 NovTue 5 Nov 2024 at 11:01pm

https://www.abc.net.au/news/2024-11-06/us-presidential-election-live-updates-kamala-harris-donald-trump/104546228

Event Attributes",2024-11-05T23:01:54.000Z,0,0,0,[],False,Trump election 2024,Neutral
majorlinux.com,"Marcus ""MajorLinux"" Summers","People on Twitter, including its CEO, are goofy as fuck!

This Google election conspiracy theory doesn’t add up 

https://www.theverge.com/2024/11/5/24289025/google-election-conspiracy-theory-harris-trump-where-can-i-vote-for-elon-musk

#Google #Election #US #Conspiracy #Twitter #SocialMedia #Tech",2024-11-05T23:00:01.699Z,0,0,0,[],False,Trump election 2024,Neutral
monkeyflower.infosec.exchange.ap.brid.gy,🦋 Ben West -  🐒🌻,"Heads up we might not know the outcomes of the US election tonight if its close. Pace yourselves...

#election #election2024 #uspol #uspolitics #trump #kamalaHarris #make_it_stop",2024-11-05T22:51:53.000Z,0,0,0,[],False,Trump election 2024,Harris
laurenmeidasa.bsky.social,Lauren Ashley Davis,"Trump Media loses $19.2 million in third quarter, surprise Election Day filing reveals

The filing was not telegraphed to investors beforehand and came as a surprise to traders not expecting it on Election Day

www.cnbc.com/2024/11/05/t...",2024-11-05T22:51:35.766Z,12,3,1,[],False,Trump election 2024,Trump
trump.activitypub.awakari.com.ap.brid.gy,Trump,"What early exit polls say as election day draws close What early exit polls say as election day d...

https://www.abc.net.au/news/2024-11-06/us-presidential-election-live-updates-kamala-harris-donald-trump/104546228

Event Attributes",2024-11-05T22:50:22.000Z,0,0,0,[],False,Trump election 2024,Neutral
thebeckmanator.bsky.social,Alex 🏳️‍🌈🏳️‍⚧️,"After doing a fair amount of math and looking at other prediction models, I've averaged them out and came up with my own, as well as some extremes on either end. Check alt text for map descriptions.

Final reminder to my American followers to GO VOTE! I'm Canadian. I can't vote for you!",2024-11-05T22:38:56.770Z,0,0,1,[],False,Trump election 2024,Neutral
flashnt2.bsky.social,,"“…We are winning the election with a huge lead”, Trump claims amid voting

""...We are winning the election with a huge lead"", Trump claims amid voting aajtak.in New Delhi, 05 November 2024, Updated 10:55 PM IST Facebook twitter cancel Donald Trump, who is in the race for the US Presidential…",2024-11-05T22:38:02Z,0,0,0,[],False,Trump election 2024,Trump
mattliepaehlke.bsky.social,Matt Lie-Paehlke,"This seems bad for Trump:
""More than one-third call democracy their top issue,(!) with about 3 in 10 saying the economy. That’s followed by abortion and immigration,""
From CNN...https://www.cnn.com/politics/live-news/2024-election-trump-harris?t=1730846178109",2024-11-05T22:37:52.362Z,0,0,0,[],False,Trump election 2024,Neutral
darth-hideout.mastodon.social.ap.brid.gy,Darth Hideout 🏳️‍🌈,"TWILIGHT OF THE BROS
or
How I’m Keeping Myself Entertained on #Election Night 🧵

MAR-A-LAGO
ELECTION NIGHT 2024

Interior: #Trump in a reflective orange vest prepares potatoes at a deep fryer in the kitchen. Elon #Musk’s belly protrudes from a rumpled t-shirt as he struggles on his back to […]",2024-11-05T22:33:34.000Z,0,0,1,[],False,Trump election 2024,Trump
imgd.bsky.social,（パ）,向こうのどこの大手メディアもほぼリアルタイムで結果を速報するらしい » Kamala Harris vs. Donald Trump: Latest Polls in 2024 Presidential Election - The New York Times,2024-11-05T22:32:54.117Z,0,0,0,[],False,Trump election 2024,Neutral
trump.activitypub.awakari.com.ap.brid.gy,Trump,"When polls close in battleground states When polls close in battleground statesTue 5 NovTue 5 Nov...

https://www.abc.net.au/news/2024-11-06/us-presidential-election-live-updates-kamala-harris-donald-trump/104546228

Event Attributes",2024-11-05T22:29:28.000Z,0,0,0,[],False,Trump election 2024,Neutral
news-feed.bsky.social,News Feed,@guardian: US election 2024 live: voting enters final hours as Harris and Trump vie to win presidency ,2024-11-05T22:23:09.871Z,0,0,0,['guardian'],False,Trump election 2024,Neutral
dangrsmind.sfba.social.ap.brid.gy,dangrsmind,https://www.axios.com/2024/11/05/prediction-markets-2024-presidential-election-trump-harris,2024-11-05T22:15:47.000Z,0,0,0,[],False,Trump election 2024,Neutral
guardian-uk-rss.bsky.social,Unofficial Guardian (UK) Bot,US election 2024 live: voting enters final hours as Harris and Trump vie to win presidency,2024-11-05T22:15:43.406150Z,0,0,0,[],False,Trump election 2024,Neutral
news-feed.bsky.social,News Feed,"@Independent: Election Day 2024 live updates: Latest Trump vs Harris news and results as first exit polls released in tight race 
",2024-11-05T22:08:36.163Z,0,0,0,['Independent'],False,Trump election 2024,Neutral
news-feed.bsky.social,News Feed,@straits_times: US election 2024 live results: Harris v Trump ,2024-11-05T22:08:35.717Z,0,0,0,['straits_times'],False,Trump election 2024,Neutral
bluevirginia.bsky.social,Blue Virginia,"Agreed - Trump needs to win the election day vote BIG TIME, or he isn't going to win... bluevirginia.us/2024/11/elec... h/t @notlarrysabato",2024-11-05T21:59:50.599Z,0,0,0,['notlarrysabato'],False,Trump election 2024,Trump
handle.invalid,David B. Himself,"The US election is underway but so is the fascist coup.

https://www.nytimes.com/2024/11/05/us/politics/elon-musk-trump-election-night.html?smtyp=cur&smid=bsky-nytimes

#USElection2024 #USPol #USPolitics #Trump #ElonMusk",2024-11-05T21:56:58.573Z,0,1,0,[],False,Trump election 2024,Trump
trump.activitypub.awakari.com.ap.brid.gy,Trump,"US judge denies Republican bid to block some Georgia absentee ballots US judge denies Republican ...

https://www.abc.net.au/news/2024-11-06/us-presidential-election-live-updates-kamala-harris-donald-trump/104546228

Event Attributes",2024-11-05T21:52:58.000Z,0,0,0,[],False,Trump election 2024,Trump
healthcarerenew.bsky.social,Health Care Renewal,"Whether Trump or Harris, Pessimism Reigns in Russia Over US Election Winner- Russian officials feel disrespected by the Democrats and betrayed by... Trump [Of course that's what they would say. They're not going to admit how much they backed Trump, or why] www.nytimes.com/2024/11/05/w...",2024-11-05T21:52:37.676Z,0,0,0,[],False,Trump election 2024,Harris
trump.activitypub.awakari.com.ap.brid.gy,Trump,"House Speaker says election will be certified and 'everybody needs to calm down' House Sp...

https://www.abc.net.au/news/2024-11-06/us-presidential-election-live-updates-kamala-harris-donald-trump/104546228

Event Attributes",2024-11-05T21:50:49.000Z,0,0,0,[],False,Trump election 2024,Neutral
laurenmeidasa.bsky.social,Lauren Ashley Davis,"This is actual election interference!

In the past 24 hours, X users have opened the app to immediately see a heroic-looking animated Trump striding across the top of the “trending” section as part of a #VotedForTrump campaign “Promoted by Team Trump.”

www.politico.com/news/2024/11...",2024-11-05T21:50:12.118Z,6,2,0,[],False,Trump election 2024,Trump
tackmanbabcock.bsky.social,Tackman Babcock,holy shit results are back already,2024-11-05T21:46:58.642Z,0,0,0,[],False,Trump election 2024,Neutral
europesays.bsky.social,EUROPE SAYS,"Harris or Trump? Voting under way in US election after turbulent race | US Election 2024 News

https://www.europesays.com/1587022/

Polling stations have opened in a number of states across the United States, with the votes deciding not…",2024-11-05T21:45:08+00:00,0,0,0,[],False,Trump election 2024,Neutral
bluevirginia.bsky.social,Blue Virginia,"Ben @notlarrysabato is superb at election day number crunching, so this is great to hear. Fingers crossed! As for Virginia, obviously it's not ""in play"" (nor has it ever been) for Trump or Cao, as Republicans kept laughably claiming... bluevirginia.us/2024/11/elec...",2024-11-05T21:44:36.315Z,2,0,0,['notlarrysabato'],False,Trump election 2024,Trump
wired.com,WIRED,"NEW: As the 2024 US presidential election comes to a close, and with Donald Trump on the ballot once again, Russian actors are spreading disinformation with unprecedented and alarming intensity.",2024-11-05T21:37:05.948Z,17,10,1,[],False,Trump election 2024,Trump
siliconemtl.bsky.social,SiliconeMTL,Despite what Trump says I wish I could visit and vote in this American election. I'll be watching closely and saying a prayer to my American friends.,2024-11-05T21:34:42.988Z,4,0,0,[],False,Trump election 2024,Trump
stephenwolf.bsky.social,Stephen Wolf,"Republican gerrymandering could cost also Democrats the House in a close election because the GOP drew 3 times as many districts as Dems did.

Trump could have lost the 2020 popular vote by nearly 2.5 points & still have won a majority of the districts in use in 2024
www.dailykos.com/stories/2024...",2024-11-05T21:32:24.204Z,42,14,2,[],True,Trump election 2024,Trump
barrythepug.bsky.social,Barry the pug,With alt text,2024-11-05T21:31:22.311Z,7,0,0,[],True,Trump election 2024,Neutral
fmhilton.mastodon.sdf.org.ap.brid.gy,Mary Hilton,"Trump's stock was halted twice for extremely volatile behavior.
https://www.cnn.com/2024/11/05/investing/trump-stock-election-truth-social/index.html",2024-11-05T21:29:56.000Z,0,0,0,[],False,Trump election 2024,Trump
romainbry.bsky.social,Romain Bry,"Elon Musk plans to spend election night with former President Donald J. Trump, giving Mr. Trump direct access to the person controlling one of key information platforms on what could be a chaotic evening
...
www.nytimes.com/2024/11/05/u...",2024-11-05T21:21:30.781Z,1,0,0,[],False,Trump election 2024,Trump
guardian-uk-rss.bsky.social,Unofficial Guardian (UK) Bot,US election results 2024 live: Donald Trump and Kamala Harris vie to be president,2024-11-05T21:16:33.755630Z,0,0,0,[],False,Trump election 2024,Neutral
yehuda-feldmann.bsky.social,Yehuda Feldmann ✡️🕎 יהודה פלדמן,"Harris and Trump tie in Dixville Notch midnight vote to kick off Election Day
edition.cnn.com/2024/11/05/p...",2024-11-05T21:15:55.236Z,0,0,0,[],False,Trump election 2024,Neutral
trump.activitypub.awakari.com.ap.brid.gy,Trump,"Kamala Harris calls voters from a phone bank Kamala Harris calls voters from a phone bankTue 5 No...

https://www.abc.net.au/news/2024-11-06/us-presidential-election-live-updates-kamala-harris-donald-trump/104546228

Event Attributes",2024-11-05T21:13:39.000Z,0,0,0,[],False,Trump election 2024,Neutral
news-feed.bsky.social,News Feed,@guardian: US election results 2024 live: Donald Trump and Kamala Harris vie to be president ,2024-11-05T21:11:22.289Z,0,0,0,['guardian'],False,Trump election 2024,Neutral
davidakin.bsky.social,davidakin,"This Google election conspiracy theory doesn’t add up - The Verge
There’s no evidence Google is hiding a map of polling places from Trump voters, despite the suggestions of a video reposted by Elon Musk.
www.theverge.com/2024/11/5/24...",2024-11-05T21:10:27.310Z,1,1,0,[],False,Trump election 2024,Trump
trump.activitypub.awakari.com.ap.brid.gy,Trump,"Summary of the day so far Summary of the day so farTue 5 NovTue 5 NovTue 5 Nov 2024 at 9:08pm

https://www.abc.net.au/news/2024-11-06/us-presidential-election-live-updates-kamala-harris-donald-trump/104546228

Event Attributes",2024-11-05T21:08:25.000Z,0,0,0,[],False,Trump election 2024,Neutral
dumbmike.bsky.social,Mike.⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀,"Donald Trump has died. In a show of bravado, he had returned for a third visit to Butler, PA on the last day of the 2024 election, where he discovered the rally venue had been accidentally double booked with a demolition derby for the completely blind.",2024-11-05T21:00:42.848Z,49,0,1,[],False,Trump election 2024,Trump
jazzmanah.bsky.social,Jazzman A.H. ,"
Live: Election 2024 live updates: Trump Media stock trading halted three times amid heavy trading www.cnbc.com/2024/11/05/p...",2024-11-05T20:52:12.707Z,0,0,0,[],False,Trump election 2024,Trump
juandesant.astrodon.social.ap.brid.gy,Dr. Juande Santander-Vela,"Fascism-curious indeed…

https://www.theguardian.com/us-news/2024/nov/05/election-campaign-outcome-analysis",2024-11-05T20:52:03.000Z,0,0,0,[],False,Trump election 2024,Neutral
parkermolloy.com,Parker Molloy,"I still can't believe this is a real, unedited photo",2024-11-05T20:51:38.526Z,499,43,21,[],False,Trump election 2024,Neutral
usamailbox.bsky.social,USA,"When will we know the result 
of the #USPresidentialElection?

Calling #Harris #Trump race could take days 

Links in article:
US election 2024 live: latest polls, results and updates
What final polling data says about the US presidential election
US election results 2024: live map and tracker 🫣",2024-11-05T20:47:06.817Z,6,0,1,[],False,Trump election 2024,Neutral
memeorandum.com,memeorandum,"Election 2024 live updates: Trump Media stock halted three times amid volatile trading; Harris calls in to drive time radio (CNBC)

Main Link | memeorandum Permalink",2024-11-05T20:45:48Z,0,0,0,[],False,Trump election 2024,Neutral
maargentino.com,Dr. Marc-André Argentino,"A 25-year-old man was arrested and federally charged in Michigan on Tuesday after threatening to attack conservatives with a ""stolen"" automatic weapon if Trump wins the 2024 election, according to the U.S. Attorney's Office for the Eastern District of Michigan.
www.forbes.com/sites/sarado...",2024-11-05T20:38:07.553Z,0,0,0,[],False,Trump election 2024,Trump
lars49.bsky.social,,Look at this news article from The Daily Caller: Left-Wing group’s potential election interference draws comparisons to pro-Trump meme maker prosecuted by Biden DOJ dailycaller.com/2024/11/05/a...,2024-11-05T20:36:24.939Z,1,0,0,[],False,Trump election 2024,Trump
stevefm20.bsky.social,ℂ𝕒𝕥𝕞𝕒𝕟ℝ𝕖𝕤𝕚𝕤𝕥𝕤 🏳️‍🌈 ✡️  😸 🌊,"Axios reports that Lumpy's campaign is readying staff members to wind down the operation while privately acknowledging that Trump could lose the election. 
crooksandliars.com/2024/11/lose...",2024-11-05T20:33:13.129Z,8,2,0,[],False,Trump election 2024,Trump
nowbreezing.ntw.app,☁️Now🤖Breezing💨,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - fireworks
️⚠️💨1 - voted
️⚠️💨1 - neither
️⚠️💨1 - milan
️⚠️💨1 - leider
️⚠️💨1 - wohl
️⚠️💨1 - vini
️⚠️💨1 - swang
️⚠️💨1 - gaza
️⚠️💨1 - gar
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-11-05T20:30:44.490943+00:00,1,0,0,[],False,Trump election 2024,Neutral
europesays.bsky.social,EUROPE SAYS,"US election 2024: The key issues driving votes in the swing states | US Election 2024 News

https://www.europesays.com/1586851/

In a race against time, United States presidential candidates Donald Trump and Kamala Harris have traversed the nation’s…",2024-11-05T20:30:40+00:00,0,0,0,[],False,Trump election 2024,Neutral
dogzilla.masto.deluma.biz.ap.brid.gy,dogzilla,Some Trump allies might try to block local certification. Election officials say they’re ready. - POLITICO https://www.politico.com/news/2024/11/05/state-vote-certification-preparations-00187117,2024-11-05T20:20:16.000Z,0,0,0,[],False,Trump election 2024,Trump
mediasfr.skyfleet.blue,Médias 🇫🇷,"Election américaine 2024 : Que ce soit Harris ou Trump, les Gazaouis veulent juste la fin de la guerre",2024-11-05T20:17:40.714Z,2,0,0,[],False,Trump election 2024,Neutral
nowbreezing.ntw.app,☁️Now🤖Breezing💨,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨2 - turnout
️⚠️💨1 - fireworks
️⚠️💨1 - bonfire
️⚠️💨1 - milan
️⚠️💨1 - proceeding
️⚠️💨1 - precautionary
️⚠️💨1 - gaza
️⚠️💨1 - cooperation
️⚠️💨1 - voted
️⚠️💨1 - fawkes
(tap/click to see all posts on Bluesky featuring that word!)
",2024-11-05T20:10:47.328085+00:00,2,0,0,[],False,Trump election 2024,Neutral
drmonalidesai.bsky.social,Dr. Monali Desai,"States and cities beef up security to prepare for potential election-related violence. Remember last time Trump lost he tried to overthrow the election results? You still have time to vote for Kamala 🇺🇸

www.npr.org/2024/11/04/n...",2024-11-05T20:09:51.826Z,0,0,0,[],False,Trump election 2024,Neutral
memeorandum.com,memeorandum,"Election 2024 live updates: Latest news and results as Americans head to the polls to vote for Trump or Harris (NBC News)

Main Link | memeorandum Permalink",2024-11-05T20:05:51Z,1,0,0,[],False,Trump election 2024,Neutral
triedtowarnyou.bsky.social,The Cassandra Files (I told you so),"The Guardian - Advisers urge Donald Trump to declare victory prematurely on election night

www.theguardian.com/us-news/2024...",2024-11-05T20:05:04.748Z,0,1,1,[],False,Trump election 2024,Trump
masnick.com,Mike Masnick,"America is divided, but much of Europe has a pretty clear picture of who Trump is. 

europeelects.eu/2024/11/04/u...",2024-11-05T20:02:52.432Z,185,16,15,[],False,Trump election 2024,Trump
democracymattersalot.mstdn.social.ap.brid.gy,Democracy Matters :verified:,"I'm running out of ways to say that a vote for him is a vote for a crueler, dumber, and more vicious America.

There's Only One Reason Anyone Votes For Trump. Does it rhyme with bhite bupremacy?

https://www.esquire.com/news-politics/politics/a62818275/election-day-2024/

#NaziTrump #GOPWeirdos […]",2024-11-05T20:00:27.000Z,2,1,0,[],False,Trump election 2024,Trump
axiosnews.mastodon.social.ap.brid.gy,Axios [National News] 🤖,"Trump votes in his ""last"" election: ""I don't even want to think about losing"" https://www.axios.com/2024/11/05/trump-votes-election-fair-declare-victory
#axios #news #usnews",2024-11-05T20:00:14.000Z,0,1,0,[],False,Trump election 2024,Trump
azintel.bsky.social,AZ Intel,"The FBI arrested a man in Michigan who allegedly posted threats online saying he would carry out a mass shooting on conservative Christians in the event former President Donald Trump wins the 2024 election, according to newly unsealed charging documents. - ABC",2024-11-05T19:58:27.031Z,1,1,0,[],False,Trump election 2024,Trump
news-feed.bsky.social,News Feed,"@trtworld: Here is TRT World’s special coverage of the 2024 US election, with correspondents reporting from key locations around the globe:

Jon Brain reports from Florida after presidential candidate Donald Trump casts his ballot in Palm Beach https://t.co/tDmnOkhV1y",2024-11-05T19:52:59.418Z,0,0,0,['trtworld'],False,Trump election 2024,Trump
newjukeboxcafe.bsky.social,NewJukeboxCafe 🇨🇦,"Live

2024 presidential election live updates: Trump and Harris’ race to the White House is in its final stretch

apnews.com/live/trump-h...",2024-11-05T19:49:50.630Z,4,1,0,[],False,Trump election 2024,Neutral
badelmo.wtf,Bad Elmo,"Musk to Spend Election Night With Trump 
https://www.nytimes.com/2024/11/05/us/politics/elon-musk-trump-election-night.html?smid=nytcore-ios-share",2024-11-05T19:49:13.427Z,0,0,0,[],False,Trump election 2024,Trump
noelreports.com,NOELREPORTS,"Elon Musk to spend election night with Trump. Musk has actively supported Trump through a super PAC, spending over $119 million.
www.nytimes.com/2024/11/05/u...",2024-11-05T19:48:32.273Z,20,4,4,[],False,Trump election 2024,Trump
numb.comfortab.ly, Comfortably Numb,Google already has its interactive map up.,2024-11-05T19:48:26.977Z,37,2,9,[],False,Trump election 2024,Neutral
news-feed.bsky.social,News Feed,"@ABC: The FBI arrested a man in Michigan on Monday who allegedly posted threats online saying he would carry out a mass shooting on conservative Christians in the event former Pres. Trump wins the 2024 election, according to newly unsealed charging documents. ",2024-11-05T19:43:57.901Z,0,0,0,['ABC'],False,Trump election 2024,Trump
taraogrady.bsky.social,Tara O'Grady,"Advisers urge Donald Trump to declare victory prematurely on election night
Many  aides think he should seize on any early advantage in battleground states but it is unclear if he will heed them

www.theguardian.com/us-news/2024...",2024-11-05T19:37:26.942Z,0,0,0,[],False,Trump election 2024,Trump
daniduck.bsky.social,Dani Duck (She/They),"This is purposely misleading. This is the top search when asking, “Who is running for president?” If you get a minute send feedback about this. Yes, it clearly says Democrat under Harris, but this article is purposely deceiving. That write up can be changed, they just chose not to change it.",2024-11-05T19:32:05.721Z,0,0,0,[],False,Trump election 2024,Harris
dogzilla.masto.deluma.biz.ap.brid.gy,dogzilla,AI-driven bot network trying to help Trump win US election – DW – 11/05/2024 https://www.dw.com/en/2024-us-election-ai-driven-social-media-bots-donald-trump-supporters/a-70695526 […],2024-11-05T19:23:53.000Z,1,1,0,[],False,Trump election 2024,Trump
trump.activitypub.awakari.com.ap.brid.gy,Trump,"FBI says fake bomb threats linked to Russia spanned several states FBI says fake bomb threats lin...

https://www.abc.net.au/news/2024-11-06/us-presidential-election-live-updates-kamala-harris-donald-trump/104546228

Event Attributes",2024-11-05T19:23:47.000Z,0,0,0,[],False,Trump election 2024,Neutral
trump.activitypub.awakari.com.ap.brid.gy,Trump,"Kamala Harris's ancestral homeland prays for her victory Kamala Harris's ancestral homela...

https://www.abc.net.au/news/2024-11-06/us-presidential-election-live-updates-kamala-harris-donald-trump/104546228

Event Attributes",2024-11-05T19:21:15.000Z,0,0,0,[],False,Trump election 2024,Neutral
news-feed.bsky.social,News Feed,@Forbes: Election Day 2024: Here Are Harris’ Clearest Paths To Victory (Live Updates)  https://t.co/yiCff4jLAk,2024-11-05T23:53:34.224Z,0,0,0,['Forbes'],False,Harris election 2024,Harris
news-feed.bsky.social,News Feed,@Forbes: Election Day 2024: Here Are Harris’ Clearest Paths To Victory (Live Updates)  https://t.co/7TZzZ3w2xm,2024-11-05T23:20:26.218Z,0,0,0,['Forbes'],False,Harris election 2024,Harris
ajmanik.bsky.social,AjmaniK,"It’s about 6:15pm ET in the USA on #ElectionDay… About an hour before the first polls close on the East coast… here’s my heart-led prediction for range of electoral votes and overall vote margin for #KamalaHarris  🙏🏽😌 

What’s your prediction?",2024-11-05T23:18:58.444Z,0,0,0,[],False,Harris election 2024,Harris
findingseajay.bsky.social,Ganesha K,"How I've voted since I was old enough to vote:

2004 Bush
2008 McCain
2012 Romney
2016 Clinton
2020 Biden
2024 Harris

I’m excited I’ll probably have more Dems than Rs after the next election. I love Obama. Sad I didn’t back then.",2024-11-05T22:58:13.048Z,0,0,0,[],False,Harris election 2024,Harris
thefaultinmyarse.bsky.social,Judson,"Wife and daughters did the sign, I picked up the celebratory cookies.",2024-11-05T22:56:10.291Z,1,0,0,[],True,Harris election 2024,Neutral
archispite.bsky.social,"Picard online, his face palmed","Just kinda hits different when you’re a registered card-carrying Republican (it’s a Utah thing, don’t ask)",2024-11-05T22:48:27.348Z,6,0,0,[],False,Harris election 2024,Trump
alixabeth.bsky.social,Elizabeth Sacha Baroness Cohen,"Whatever the outcome of this election, I hope the Harris campaign and the party work together to preserve the organizing infrastructure that has gone into the 2024 ground game. My sense is that this did not happen after 2012 and we have paid the price for that.",2024-11-05T22:26:29.762Z,27,3,2,[],False,Harris election 2024,Harris
wikiuntamed.bsky.social,Wikiuntamed,"Top 5 en.wikipedia.org pages from 4th November 2024 🏆🌟🔥
1️⃣:Quincy Jones
2️⃣:2024 United States presidential election
3️⃣:Kamala Harris
4️⃣:Rashida Jones
5️⃣:Peggy Lipton


#TopWikiPages #WhatWeLookedAt #WhatDoesWikiSay
🧵 2/7",2024-11-05T22:23:39.037Z,0,0,1,[],True,Harris election 2024,Harris
isatis.bsky.social,isatis,"I love living in a mail-in-voting-first state. Not only voted Harris, but also paid attention to voting progressive down-ballot in state and local.",2024-11-05T22:13:31.724Z,4,0,1,[],False,Harris election 2024,Harris
tusk81.bsky.social,Gabe Ortíz,"“Lessie Benningfield Randle, one of other last living survivors of the 1921 Tulsa race massacre, also cast her vote in the 2024 election this week, according to Essence.

Randle, who is 109 years old, told Essence, that if this is her last ballot, ‘then I’m grateful that it’s for Kamala Harris.’”",2024-11-05T21:54:50.471Z,461,92,4,[],False,Harris election 2024,Harris
stinapag.bsky.social,‘stina is a shiny special one🧀,"Now it's over 200K per the Harris County Election Department Twitter account. 

In early voting 1,170,000 voters cast their ballots in person in Harris County, plus another 57,000 mail-in ballots per Charles Kuffner: www.offthekuff.com/wp/?p=116629

There are 2.68 million registered voters here.",2024-11-05T21:54:29.191Z,7,1,1,[],True,Harris election 2024,Harris
mndell.mastodon.social.ap.brid.gy,M Dell,"Here’s the latest on #Election Day 2024:
Market Response
Financial markets are showing movement, with the dollar dropping and US Treasury yields falling 10 basis points to 4.28% as weekend polls showed Harris gaining ground.

Using #perplexity AI to follow the #ElectionDay",2024-11-05T21:38:01.000Z,0,0,0,[],False,Harris election 2024,Harris
